256	20	1	0
257	20	1	0
258	20	1	0
259	20	2	0
260	20	2	0
261	20	2	0
262	20	3	0
263	20	3	0
264	20	3	0
265	20	4	0
266	20	4	0
267	20	4	0
268	20	5	0
269	20	5	1
270	20	5	0
271	20	6	0
272	20	6	0
273	20	6	0
274	20	7	0
275	20	7	0
276	20	7	0
277	20	8	0
278	20	8	0
279	20	8	0
280	20	9	0
281	20	9	0
282	20	9	0
283	20	10	0
284	20	10	0
285	20	10	0
286	20	11	0
287	20	11	0
288	20	11	0
289	20	12	1
290	20	12	0
291	20	12	0
292	3	13	0
293	3	13	0
294	3	14	0
295	3	14	0
296	3	15	0
297	3	15	0
298	3	16	0
299	3	16	0
300	8	17	1
301	8	17	0
302	8	18	0
303	8	18	0
304	3	19	1
305	3	19	0
306	3	20	1
307	3	20	0
308	3	21	1
309	3	21	0
310	3	22	1
311	3	22	0
312	3	23	1
313	3	23	0
314	3	24	0
315	3	24	0
316	3	25	0
317	3	25	0
318	3	26	1
319	3	26	0
320	3	27	0
321	4	28	0
322	3	29	0
323	4	28	0
324	3	30	0
325	5	31	0
326	3	32	0
327	3	32	0
328	3	33	0
329	3	33	0
330	3	34	0
331	3	34	0
332	3	35	0
333	3	35	0
334	3	36	0
335	3	36	0
336	3	37	0
337	3	37	0
338	3	38	0
339	3	38	0
340	3	39	0
341	3	39	0
342	3	40	0
343	3	40	0
344	3	41	0
345	3	41	0
346	3	42	0
347	3	42	0
348	3	43	0
349	3	43	0
350	3	44	0
351	3	44	0
352	8	45	0
353	8	45	0
354	8	46	0
355	8	46	0
356	8	47	0
357	8	47	0
358	8	48	0
359	8	48	0
360	8	49	0
361	8	49	0
362	8	50	0
363	8	50	0
364	8	51	0
365	8	51	0
366	8	52	1
367	8	52	0
