1	0.5010625
1	0.5010625
1	0.5010625
2	0.508875
2	0.508875
2	0.508875
3	0.7925
3	0.7925
3	0.7925
4	1.62875
4	1.62875
4	1.62875
5	1.0725
5	1.0725
5	1.0725
6	1
6	1
6	1
7	1
7	1
7	1
8	0.447875
8	0.447875
8	0.447875
9	1
9	1
9	1
10	1
10	1
10	1
11	0.447875
11	0.447875
11	0.447875
12	0.7725
12	0.7725
12	0.7725
13	0.724375
13	0.724375
14	0.358125
14	0.358125
15	0.3840625
15	0.3840625
16	0.294125
16	0.294125
17	0.76625
17	0.76625
18	1.386875
18	1.386875
19	0.368875
19	0.368875
20	0.3624375
20	0.3624375
21	0.3944375
21	0.3944375
22	0.431375
22	0.431375
23	0.3865
23	0.3865
24	0.38975
24	0.38975
25	0.3366875
25	0.3366875
26	0.6180625
26	0.6180625
27	0.404375
28	1
29	0.3938125
28	1
30	1
31	1
32	0.4215625
32	0.4215625
33	0.44475
33	0.44475
34	0.40325
34	0.40325
35	0.4370625
35	0.4370625
36	1
36	1
37	0.370125
37	0.370125
38	0.3535
38	0.3535
39	0.522125
39	0.522125
40	0.93375
40	0.93375
41	1
41	1
42	1
42	1
43	0.40925
43	0.40925
44	0.35325
44	0.35325
45	1.481875
45	1.481875
46	1.020625
46	1.020625
47	0.67625
47	0.67625
48	0.3948125
48	0.3948125
49	1.368125
49	1.368125
50	1.181875
50	1.181875
51	1.353125
51	1.353125
52	1.888125
52	1.888125
